"username","anime_id","my_watched_episodes","my_start_date","my_finish_date","my_score","my_status","my_rewatching","my_rewatching_ep","my_last_updated","my_tags"
"Tourak",2904,25,"0000-00-00","0000-00-00",0,2,0,0,1256242207,NA
"FReeDoM-San",2594,1,"0000-00-00","0000-00-00",8,2,NA,0,1313818954,NA
"Floww",6707,12,"0000-00-00","0000-00-00",8,2,NA,0,1284736802,NA
"FReeDoM-San",20,220,"0000-00-00","0000-00-00",8,2,NA,0,1313575619,NA
"FReeDoM-San",527,276,"0000-00-00","0000-00-00",0,4,NA,0,1313581355,NA
"PetiteAni",325,25,"0000-00-00","0000-00-00",0,2,NA,0,1416010175,NA
"xillia000",11703,6,"0000-00-00","0000-00-00",6,4,0,0,1356746058,NA
"PetiteAni",20457,10,"0000-00-00","0000-00-00",0,2,NA,0,1398551786,NA
"DarkShards",8086,24,"2013-12-09","2013-12-14",8,2,NA,0,1387065438,NA
"PetiteAni",10588,25,"0000-00-00","0000-00-00",0,2,0,0,1483246481,NA
"PetiteAni",30705,12,"0000-00-00","0000-00-00",0,2,0,0,1460770311,NA
"FReeDoM-San",263,4,"0000-00-00","0000-00-00",7,1,NA,0,1316334283,NA
"DarkShards",9941,0,"0000-00-00","0000-00-00",0,6,0,0,1402809055,NA
"FReeDoM-San",6702,92,"0000-00-00","0000-00-00",8,1,NA,0,1313575535,NA
"PetiteAni",31741,13,"0000-00-00","0000-00-00",0,2,0,0,1467406411,NA
"DarkShards",11077,3,"2016-06-12","2016-06-12",7,2,0,0,1465779293,NA
"Lolidesu",73,13,"0000-00-00","0000-00-00",8,2,NA,0,1280676338,NA
"jolee",755,3,"0000-00-00","0000-00-00",0,2,NA,0,1380269695,""
"jolee",1143,1,"0000-00-00","0000-00-00",0,2,NA,0,1375515338,""
"jolee",3057,6,"0000-00-00","0000-00-00",0,2,NA,0,1380268517,""
"GbluestarH",5959,4,"0000-00-00","0000-00-00",7,2,NA,0,1377998465,""
"jolee",756,1,"0000-00-00","0000-00-00",0,2,NA,0,1380358393,""
"strangel",6547,13,"2010-12-25","2010-12-25",9,2,NA,0,1293315316,""
"jolee",1802,6,"0000-00-00","0000-00-00",0,2,NA,0,1379755223,""
"jolee",9312,1,"0000-00-00","0000-00-00",0,2,0,0,1384176946,""
"jolee",2515,1,"0000-00-00","0000-00-00",0,2,0,0,1365754282,""
"strangel",5984,0,"0000-00-00","0000-00-00",0,6,0,0,1331732055,""
"neko5454",392,50,"0000-00-00","0000-00-00",8,3,0,0,1203724108,""
"jolee",9785,1,"0000-00-00","0000-00-00",0,2,0,0,1365754234,""
"jolee",8536,12,"0000-00-00","0000-00-00",3,2,NA,0,1315847987,""
"strangel",2238,3,"0000-00-00","0000-00-00",7,2,NA,0,1398251909,""
"jolee",2964,13,"0000-00-00","0000-00-00",0,2,NA,0,1380361491,""
"strangel",2417,1,"0000-00-00","0000-00-00",7,2,0,0,1281862111,""
"jolee",1490,26,"0000-00-00","0000-00-00",0,2,NA,0,1375523246,""
"jolee",2087,26,"0000-00-00","0000-00-00",0,2,NA,0,1380361013,""
"jolee",3515,6,"0000-00-00","0000-00-00",0,2,0,0,1365752825,""
"jolee",48,26,"0000-00-00","0000-00-00",0,2,NA,0,1375515394,""
"jolee",14073,10,"0000-00-00","0000-00-00",0,2,NA,0,1379756695,""
"Bishoujo-Baka",226,13,"2012-01-15","2012-01-18",7,2,0,0,1327092691,"horror"
"Bishoujo-Baka",22359,0,"0000-00-00","0000-00-00",0,6,0,0,1408630094,""
"Bishoujo-Baka",721,0,"0000-00-00","0000-00-00",0,6,0,0,1374451909,""
"sadsal12",21809,0,"0000-00-00","0000-00-00",0,6,0,0,1509546276,""
"sadsal12",813,291,"0000-00-00","0000-00-00",8,2,0,0,1509457092,""
"jolee",15359,5,"0000-00-00","2012-12-26",4,2,NA,0,1356544065,""
"Bishoujo-Baka",9754,4,"0000-00-00","2013-01-16",7,2,0,0,1358345947,""
"jolee",16099,9,"0000-00-00","0000-00-00",0,2,NA,0,1384789457,""
"Bishoujo-Baka",21995,12,"0000-00-00","2014-10-25",8,2,0,0,1414241383,""
"jolee",16910,13,"0000-00-00","0000-00-00",0,2,0,0,1372520948,""
"jolee",23555,0,"0000-00-00","0000-00-00",0,1,0,0,1400074253,""
"KawaiiMeido",19,0,"0000-00-00","0000-00-00",0,6,0,0,1229568167,""
"jolee",18277,24,"0000-00-00","2014-03-27",0,2,NA,0,1395986307,""
"Bishoujo-Baka",158,0,"0000-00-00","0000-00-00",0,6,0,0,1346201046,""
"jolee",16528,1,"0000-00-00","0000-00-00",0,2,0,0,1387721445,""
"KawaiiMeido",594,1,"0000-00-00","0000-00-00",6,2,0,0,1171969017,""
"Bishoujo-Baka",1,26,"0000-00-00","2012-08-11",10,2,NA,0,1344728337,"sci-fi, comedy"
"jolee",15125,12,"0000-00-00","2012-12-25",0,2,0,0,1356442908,""
"betamax",270,13,"0000-00-00","2009-02-21",8,2,0,0,1235457676,""
"KawaiiMeido",7724,22,"0000-00-00","2018-03-19",8,2,0,0,1522746790,""
"Myrrh-nee",481,224,"0000-00-00","0000-00-00",1,2,0,0,1255766601,""
"KawaiiMeido",6205,12,"2009-12-16","2010-02-24",4,2,0,0,1266974246,""
"Myrrh-nee",48,26,"0000-00-00","0000-00-00",7,2,0,0,1255697945,""
"KawaiiMeido",33948,4,"2017-07-16","0000-00-00",0,3,0,0,1502770507,""
"KawaiiMeido",11757,25,"2012-07-15","2012-12-26",8,2,0,0,1356451602,""
"KawaiiMeido",37402,1,"2018-04-07","2018-04-07",7,2,0,0,1523099091,""
"KawaiiMeido",5955,0,"0000-00-00","0000-00-00",0,6,0,0,1264386715,""
"Myrrh-nee",5955,2,"0000-00-00","0000-00-00",6,2,0,0,1255699342,""
"KawaiiMeido",31339,12,"2016-11-26","2016-12-27",7,2,0,0,1482820085,""
"Myrrh-nee",385,26,"0000-00-00","0000-00-00",2,2,0,0,1255761390,""
"KawaiiMeido",28171,24,"2015-08-20","2015-12-17",7,2,0,0,1450269518,""
"Myrrh-nee",1045,12,"0000-00-00","0000-00-00",5,2,0,0,1256619975,""
"Myrrh-nee",195,12,"0000-00-00","0000-00-00",7,2,0,0,1255699694,""
"Myrrh-nee",1741,4,"0000-00-00","0000-00-00",1,2,0,0,1255762345,""
"Shoumetsu",355,24,"0000-00-00","0000-00-00",0,2,NA,0,1389806432,""
"Myrrh-nee",193,24,"0000-00-00","0000-00-00",4,2,0,0,1255746901,""
"KawaiiMeido",21667,1,"2015-03-12","2015-03-12",8,2,0,0,1426078808,""
"Myrrh-nee",342,0,"0000-00-00","0000-00-00",0,6,0,0,1256619940,""
"Animefanaticka",5909,12,"0000-00-00","2010-01-19",0,2,0,0,1263961372,""
"Anybody",10491,4,"0000-00-00","2012-03-12",0,2,NA,0,1331542790,""
"reaszun",25389,1,"0000-00-00","0000-00-00",7,2,0,0,1444701394,""
"thewatchman",2904,25,"0000-00-00","0000-00-00",10,2,0,0,1267329561,""
"Anybody",5220,24,"0000-00-00","2009-09-17",0,2,0,0,1253256942,""
"Anybody",10187,13,"0000-00-00","2012-01-22",0,2,NA,0,1327299745,""
"Anybody",10408,1,"0000-00-00","0000-00-00",0,2,0,0,1330757447,""
"reaszun",339,13,"2015-03-21","2015-03-23",7,2,0,0,1427153271,""
"Shoumetsu",15811,6,"0000-00-00","0000-00-00",0,2,NA,0,1412648244,""
"Shoumetsu",11741,12,"0000-00-00","0000-00-00",0,2,NA,0,1389720282,""
"reaszun",10080,12,"2014-04-16","2014-04-20",7,2,NA,0,1398054310,""
"Shoumetsu",4726,12,"2014-02-17","0000-00-00",0,2,NA,0,1392743693,""
"Shoumetsu",15651,25,"0000-00-00","0000-00-00",0,2,NA,0,1395850368,""
"LeilaTraumer",4224,0,"0000-00-00","0000-00-00",0,6,NA,0,1391478733,"Romance"
"Anybody",9834,13,"0000-00-00","0000-00-00",0,2,NA,0,1301982500,""
"reaszun",19815,12,"0000-00-00","2014-06-25",5,2,0,0,1403719419,""
"Anybody",6045,25,"0000-00-00","2010-04-04",0,2,0,0,1270438369,""
"Anybody",4565,1,"0000-00-00","2010-02-02",0,2,0,0,1265104393,""
"Shoumetsu",15225,12,"0000-00-00","0000-00-00",0,2,NA,0,1389893140,""
"reaszun",31433,0,"0000-00-00","0000-00-00",0,6,0,0,1459031866,""
"Anybody",10798,11,"0000-00-00","2011-12-23",0,2,NA,0,1324671223,""
"KinuNeko",5681,1,"0000-00-00","2011-12-16",0,2,0,0,1324042988,""
"minii112",2251,0,"0000-00-00","0000-00-00",0,6,0,0,1339697284,""
"Anybody",15417,13,"0000-00-00","2013-03-28",0,2,0,0,1364511819,""
"Anybody",16123,13,"0000-00-00","2014-05-16",0,2,NA,0,1400227094,""
"-applejack",270,13,"0000-00-00","0000-00-00",0,2,0,0,1269271369,""
"sloth_",30276,0,"0000-00-00","0000-00-00",0,6,0,0,1485550821,""
"-applejack",8634,1,"0000-00-00","0000-00-00",0,1,0,0,1279990175,""
"Anybody",21681,12,"0000-00-00","2014-09-25",0,2,NA,0,1411676269,""
"Anybody",11759,24,"0000-00-00","2012-09-22",0,2,NA,0,1348339011,""
"Anybody",15051,13,"0000-00-00","0000-00-00",0,2,NA,0,1375673913,""
"Anybody",30654,25,"0000-00-00","2017-04-08",0,2,0,0,1491695373,""
"-applejack",857,25,"0000-00-00","0000-00-00",10,2,0,0,1299419334,""
"Anybody",31564,3,"0000-00-00","0000-00-00",0,1,0,0,1468192964,""
"Anybody",11757,25,"0000-00-00","2012-12-24",0,2,NA,0,1356381547,""
"Euphie-chan",336,0,"0000-00-00","0000-00-00",0,6,0,0,1183272226,""
"-applejack",481,224,"0000-00-00","0000-00-00",0,2,0,0,1289414943,""
"minii112",875,0,"0000-00-00","0000-00-00",0,6,0,0,1341666236,""
"Anybody",16067,26,"0000-00-00","2014-04-04",0,2,NA,0,1396605419,""
"Euphie-chan",1579,25,"0000-00-00","2007-11-00",8,2,0,0,1198566349,"music, romance"
"KinuNeko",591,12,"0000-00-00","0000-00-00",0,2,0,0,1394034880,""
"Felouen",5525,25,"0000-00-00","0000-00-00",10,2,NA,0,1300655781,""
"Clask",8861,12,"2010-10-05","2010-12-21",8,2,0,0,1292959078,""
"Emeraldexile",77,13,"0000-00-00","0000-00-00",9,2,0,0,1193408014,""
"nekomimibadik",179,1,"0000-00-00","0000-00-00",6,2,NA,0,1422549491,"Very nice, those girls motto kawaii"
"nekomimibadik",24,26,"0000-00-00","0000-00-00",10,2,NA,0,0,"Harima-kun~"
"patryxs",523,1,"0000-00-00","0000-00-00",8,2,0,0,1447461052,""
"cergelione",6500,18,"0000-00-00","0000-00-00",0,1,NA,0,1279285062,""
"Clask",10209,1,"2012-03-24","0000-00-00",0,1,NA,0,1332609532,""
"patryxs",6024,0,"0000-07-22","0000-00-00",0,6,0,0,1469225247,""
"patryxs",32553,0,"0000-00-00","0000-00-00",0,6,0,0,1455119691,""
"patryxs",28617,12,"0000-00-00","0000-00-00",7,2,0,0,1444603997,""
"akaruihonoo",254,6,"2009-04-12","0000-00-00",6,2,NA,0,1240601311,""
"Felouen",6973,0,"0000-00-00","0000-00-00",0,6,0,0,1316902666,""
"patryxs",3503,1,"2017-01-22","0000-00-00",0,1,0,0,1485047257,""
"patryxs",485,0,"0000-00-00","0000-00-00",0,6,0,0,1469225705,""
"Clask",43,0,"0000-00-00","0000-00-00",0,6,0,0,1272627349,""
"Emeraldexile",469,24,"0000-00-00","0000-00-00",9,2,0,0,1193407807,""
"patryxs",30745,1,"0000-00-00","2017-02-04",8,2,0,0,1483611499,""
"akaruihonoo",2164,0,"0000-00-00","0000-00-00",0,1,NA,0,1251023329,""
"Clask",8074,12,"0000-00-00","2010-09-20",5,2,NA,0,1285021563,""
"nekomimibadik",5561,1,"0000-00-00","0000-00-00",3,2,NA,0,1433790000,"Pretty lame for such a short hentai. Unfappable"
"nekomimibadik",5670,0,"0000-00-00","0000-00-00",0,6,NA,0,1430989643,""
"nekomimibadik",10756,0,"0000-00-00","0000-00-00",5,3,0,0,1417290357,"No RAWs"
"nekomimibadik",2523,0,"0000-00-00","0000-00-00",0,6,0,0,1429041889,""
"nekomimibadik",2413,2,"0000-00-00","0000-00-00",5,2,NA,0,0,"Sequel much better, this one ugly as fuck jesus."
"nekomimibadik",387,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"nekomimibadik",513,1,"0000-00-00","0000-00-00",7,2,NA,0,0,"Ok story, pretty average."
"nekomimibadik",6443,0,"0000-00-00","0000-00-00",0,6,0,0,1429042601,""
"nekomimibadik",8425,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"nekomimibadik",7059,1,"0000-00-00","0000-00-00",6,2,NA,0,1420665017,"Much better than a tv version"
"nekomimibadik",2507,2,"0000-00-00","0000-00-00",5,2,0,0,1511737378,"2 incomplete stories and boring"
"nekomimibadik",600,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"nekomimibadik",311,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"nekomimibadik",1949,1,"0000-00-00","0000-00-00",6,2,0,0,0,"146% shoujo with paint level animation"
"nekomimibadik",1468,1,"0000-00-00","0000-00-00",7,2,0,0,0,"Well it couldve been MUCH better if ive seen when i was MUCH younger. Not's it's just funny but not getting me exitedl. This is some kiddie guro, wet dreams of little girl + proclamed super skills."
"nekomimibadik",940,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"nekomimibadik",226,13,"0000-00-00","0000-00-00",9,2,0,0,0,"Despite the fact that manga way better, I still like this series and it's really good IMO"
"nekomimibadik",6875,12,"0000-00-00","0000-00-00",4,2,0,0,1486592697,"This is so FUCKIN bad, seriously, that time when the anime is SO bad it's kinda good. That's why it's 4/10 and not 1/10"
"nekomimibadik",2185,2,"0000-00-00","0000-00-00",4,2,NA,0,0,"Fuckin sequel made with flash =\"
"nekomimibadik",5587,1,"0000-00-00","0000-00-00",5,2,NA,0,0,"Hentai."
"nekomimibadik",23595,1,"0000-00-00","0000-00-00",5,2,0,0,0,"This description was unnessesary but it was nice anyway"
"nekomimibadik",29377,1,"0000-00-00","0000-00-00",6,2,NA,0,1420936003,"Not the best video and not the best music but this is the rare example wher video fits music and SYNCHED to the bit nearly perfect. A lot of amvs nowadays lack this shit."
"nekomimibadik",23185,0,"0000-00-00","0000-00-00",5,3,0,0,1417288562,"No RAWs"
"nekomimibadik",29027,0,"0000-00-00","0000-00-00",0,6,0,0,1444636793,""
"tetraminum",4550,13,"0000-00-00","0000-00-00",8,2,0,0,1427738602,""
"tetraminum",9130,13,"0000-00-00","0000-00-00",9,2,0,0,1381257365,""
"nekomimibadik",32866,0,"0000-00-00","0000-00-00",0,1,0,0,1479976617,""
"nekomimibadik",19889,0,"0000-00-00","0000-00-00",0,6,0,0,0,""
"tetraminum",16011,0,"0000-00-00","0000-00-00",0,6,0,0,1390313392,""
"nekomimibadik",15391,1,"0000-00-00","0000-00-00",4,2,0,0,0,"Man, this should be a hentai or not exist."
"tetraminum",17729,13,"0000-00-00","0000-00-00",9,2,NA,0,1420406574,""
"tetraminum",9260,1,"0000-00-00","0000-00-00",9,2,0,0,1486505973,""
"nekomimibadik",22661,3,"0000-00-00","0000-00-00",5,2,0,0,1485033430,"I cant believe this is official cus it looks like some students sidework."
"tetraminum",2602,0,"0000-00-00","0000-00-00",0,6,0,0,1389310314,""
"nekomimibadik",31646,0,"0000-00-00","0000-00-00",0,6,0,0,1494372345,""
"nekomimibadik",19581,1,"0000-00-00","0000-00-00",7,2,NA,0,0,"I'd really, REALLY like to watch this series but sad fact that it's only teaser to coming out manga. Well let's read it first. Whatever."
"nekomimibadik",31988,0,"0000-00-00","0000-00-00",0,6,0,0,1475245853,""
"nekomimibadik",14209,2,"0000-00-00","0000-00-00",7,2,0,0,0,"This is a fuckin oldschool gem, some yuri, some schoolkids sex, nice design but sometimes animation goes full retard and also this censor =("
"nekomimibadik",28241,1,"0000-00-00","0000-00-00",5,2,NA,0,1426886205,"Nice war parody, wet dreams of japanese guys not get their ass kicked."
"tetraminum",5947,0,"0000-00-00","0000-00-00",0,6,0,0,1392832202,""
"godeater360",2907,66,"0000-00-00","0000-00-00",8,2,0,0,1313064692,""
"godeater360",5204,1,"2010-10-21","2010-10-21",4,2,NA,0,1287648482,""
"SakuraMikage",34337,12,"0000-00-00","2017-10-03",10,2,0,0,1507071130,""
"godeater360",9213,1,"2011-04-03","2011-04-03",7,2,NA,0,1301792751,"tragic..."
"godeater360",763,67,"2001-00-00","2001-00-00",10,2,NA,0,1337243796,"yeah its good"
"SakuraMikage",21729,33,"0000-00-00","0000-00-00",0,2,NA,0,1416725555,""
"godeater360",34494,1,"2017-04-10","0000-00-00",0,1,0,0,1491809722,""
"godeater360",24531,3,"2018-01-15","2018-01-15",6,2,0,0,1516034634,"2014"
"godeater360",21511,12,"2015-01-29","2015-06-23",9,2,NA,0,1435043187,"Bismarck  never"
"godeater360",12149,0,"0000-00-00","0000-00-00",0,6,NA,0,1324728575,"2012"
"godeater360",34658,1,"2018-01-02","2018-01-02",6,2,0,0,1514875868,""
"godeater360",26443,0,"0000-00-00","0000-00-00",0,6,NA,0,1409560583,"2014"
"godeater360",6702,175,"2012-03-23","2013-03-30",6,2,NA,0,1364655966,""
"godeater360",3229,13,"2010-10-23","2010-10-23",4,2,NA,0,1337551998,""
"SakuraMikage",650,3,"0000-00-00","0000-00-00",0,2,NA,0,1302034161,""
"godeater360",3446,1,"0000-00-00","0000-00-00",4,2,0,0,1306229367,"Resident Evil"
"SakuraMikage",155,1,"0000-00-00","0000-00-00",0,2,0,0,1302030625,""
"SakuraMikage",6,26,"0000-00-00","0000-00-00",10,2,0,0,1302030282,""
"godeater360",22877,12,"2015-01-19","2015-02-04",5,2,NA,0,1422988584,"2014"
"manuxel",32,1,"0000-00-00","0000-00-00",10,2,NA,0,1313899352,""
"manuxel",5671,5,"2012-12-24","0000-00-00",0,3,NA,0,1356927808,""
"manuxel",5681,1,"0000-00-00","0000-00-00",8,2,NA,0,1303793808,""
"manuxel",31637,12,"2016-01-09","2016-03-26",8,2,0,0,1521317110,""
"manuxel",953,11,"2011-08-20","2011-08-20",9,2,NA,0,1313898704,""
"manuxel",8062,1,"0000-00-00","0000-00-00",7,2,0,0,1313718305,""
"madaodono",20509,10,"2015-08-06","2015-08-08",10,2,0,0,1438977266,""
"manuxel",710,0,"0000-00-00","0000-00-00",0,6,0,0,1411609373,""
"madaodono",4087,12,"2009-10-22","0000-00-00",7,3,0,0,1371026630,""
"manuxel",2131,2,"0000-00-00","0000-00-00",4,2,NA,0,1381083489,""
"madaodono",10110,0,"0000-00-00","0000-00-00",0,6,0,0,1317462904,""
"madaodono",28121,13,"2016-01-14","2016-01-15",10,2,0,0,1452806128,""
"madaodono",165,0,"0000-00-00","0000-00-00",0,6,0,0,1298340451,""
"manuxel",896,1,"0000-00-00","0000-00-00",7,2,0,0,1356210737,""
"manuxel",30694,131,"2015-07-05","2018-03-25",8,2,0,0,1522005879,""
"manuxel",11179,11,"0000-00-00","0000-00-00",0,3,NA,0,1350322432,""
"manuxel",2104,26,"2014-09-23","2014-09-24",8,2,NA,0,1411559681,""
"manuxel",33741,1,"2016-12-21","2016-12-21",7,2,0,0,1482360611,""
"manuxel",32881,1,"2016-10-04","0000-00-00",0,1,0,0,1475564942,""
"manuxel",1490,0,"0000-00-00","0000-00-00",9,6,0,0,1338751826,""
"madaodono",3665,0,"0000-00-00","0000-00-00",0,6,0,0,1247842104,""
"mangafan11",2994,0,"0000-00-00","0000-00-00",0,6,0,0,1219524505,""
"Arikarion",355,24,"0000-00-00","0000-00-00",10,2,0,0,1314739863,""
"madaodono",30347,0,"0000-00-00","0000-00-00",0,6,0,0,1449327653,""
"Radiant-Howl",34437,0,"0000-00-00","0000-00-00",0,6,0,0,1480750469,""
"Arikarion",121,51,"0000-00-00","0000-00-00",10,2,0,0,1260968484,""
"Radiant-Howl",34934,2,"0000-00-00","0000-00-00",0,4,0,0,1505980679,""
"Kira9",4789,0,"0000-00-00","0000-00-00",0,6,0,0,1253085531,""
"mangafan11",3167,2,"0000-00-00","0000-00-00",10,6,NA,0,1223758140,""
"mangafan11",1726,0,"0000-00-00","0000-00-00",0,6,0,0,1221582877,""
"Radiant-Howl",9065,10,"0000-00-00","0000-00-00",0,2,NA,0,1349376542,""
"Radiant-Howl",24415,25,"2015-01-12","2015-06-30",0,2,0,0,1435713560,""
"Radiant-Howl",25649,12,"0000-00-00","2015-09-24",0,2,0,0,1443110988,""
"Radiant-Howl",205,26,"0000-00-00","0000-00-00",0,2,0,0,1365129576,""
"mangafan11",132,0,"0000-00-00","0000-00-00",0,6,0,0,1236400016,""
"mangafan11",3655,0,"0000-00-00","0000-00-00",0,6,0,0,1226093780,""
"mangafan11",3588,0,"0000-00-00","0000-00-00",0,6,0,0,1218202960,""
"BabyMonica",16011,24,"0000-00-00","0000-00-00",0,2,0,0,1453772303,""
"madaodono",31297,1,"2016-11-09","2016-11-09",7,2,0,0,1478643014,""
"mordenkainen",2164,0,"0000-00-00","0000-00-00",0,6,0,0,1215718484,""
"Radiant-Howl",1530,5,"0000-00-00","0000-00-00",0,3,NA,0,1237678542,""
"Alfaman88",25,0,"0000-00-00","0000-00-00",0,6,0,0,1245013183,NA
"Alfaman88",3537,2,"0000-00-00","0000-00-00",5,2,0,0,1452525705,NA
"Alfaman88",4130,24,"0000-00-00","0000-00-00",7,2,0,0,1278489706,NA
"Alfaman88",762,1,"0000-00-00","0000-00-00",6,2,0,0,1196614126,NA
"Alfaman88",2145,2,"0000-00-00","0000-00-00",5,2,0,0,1476974815,NA
"Alfaman88",4399,3,"0000-00-00","2009-01-03",5,2,0,0,1230933648,NA
"Alfaman88",5162,0,"0000-00-00","0000-00-00",0,6,0,0,1235259600,NA
"Alfaman88",11185,4,"0000-00-00","0000-00-00",5,2,0,0,1464119903,NA
"Alfaman88",5680,13,"0000-00-00","0000-00-00",10,2,0,0,1246042950,NA
"Alfaman88",756,1,"0000-00-00","0000-00-00",6,2,0,0,0,NA
"Alfaman88",6637,0,"0000-00-00","0000-00-00",0,6,0,0,1245959722,NA
"Alfaman88",5593,4,"0000-00-00","0000-00-00",8,2,0,0,1250882128,NA
"Alfaman88",3250,2,"0000-00-00","0000-00-00",6,2,0,0,1280418517,NA
"Alfaman88",1349,12,"0000-00-00","0000-00-00",7,2,0,0,1246809935,NA
"Alfaman88",2543,52,"0000-00-00","0000-00-00",6,2,0,0,1196618316,NA
"Alfaman88",6087,27,"0000-00-00","0000-00-00",6,2,0,0,1244151271,NA
"Alfaman88",4493,1,"0000-00-00","0000-00-00",5,2,0,0,1243627112,NA
"Alfaman88",2263,2,"0000-00-00","0000-00-00",4,2,0,0,1477164931,NA
"Alfaman88",6548,1,"0000-00-00","0000-00-00",8,2,0,0,1252961270,NA
"Alfaman88",910,13,"2008-03-19","2008-03-20",7,2,0,0,1206033267,NA
"jed_ka",22535,0,"0000-00-00","0000-00-00",0,4,0,0,1412928889,"Action, Drama, Horror, Sci-Fi, Psychological, Seinen"
"jed_ka",634,13,"2008-03-26","2008-03-27",9,2,0,0,1206650964,"drama, psychological, romance, slice of life"
"jed_ka",523,1,"2010-05-09","2010-05-09",10,2,NA,0,1273403292,"Adventure, Comedy, Supernatural"
"jed_ka",648,13,"2008-03-30","2008-03-30",7,2,0,0,1206878593,"romance, mystery, sci-fi"
"Alfaman88",17823,1,"0000-00-00","0000-00-00",5,2,0,0,1471168358,""
"nsfw",1858,12,"0000-00-00","0000-00-00",10,2,0,0,1197847804,""
"jed_ka",4975,12,"2008-11-03","2008-12-30",10,2,0,0,1230664958,"horror, mystery, psychological, romance, science fiction, supernatural, thriller"
"Alfaman88",28779,2,"0000-00-00","0000-00-00",5,2,0,0,1468879021,""
"jed_ka",31414,0,"2016-03-13","0000-00-00",0,4,0,0,1452438309,"Comedy, Shoujo, Slice of Life"
"Alfaman88",12711,13,"0000-00-00","0000-00-00",7,2,0,0,1451139348,""
"jed_ka",30307,12,"2015-07-19","0000-00-00",6,2,NA,0,1450715175,"Comedy, Ecchi, Fantasy, Romance, Harem, Seinen"
"jed_ka",8424,0,"0000-00-00","0000-00-00",0,4,0,0,1416058871,""
"nsfw",5670,12,"0000-00-00","2010-08-21",0,2,0,0,1282395068,""
"jed_ka",4134,1,"2008-05-16","2008-05-16",9,2,0,0,1210935030,"action, adventure, comedy,"
"Alfaman88",22081,1,"0000-00-00","0000-00-00",5,2,0,0,1469134985,""
"jed_ka",438,3,"2009-04-13","2009-04-13",8,2,0,0,1239623932,"Drama, Shounen, action"
"jed_ka",33506,0,"0000-00-00","0000-00-00",0,1,0,0,1525595690,""
"nsfw",32,1,"0000-00-00","0000-00-00",0,2,0,0,1197847490,""
"jed_ka",28387,0,"0000-00-00","0000-00-00",0,4,0,0,1434385475,""
"Alfaman88",24745,2,"0000-00-00","0000-00-00",5,2,0,0,1468268575,""
"LinkSeasonMaster",883,0,"0000-00-00","0000-00-00",0,6,0,0,1510986162,""
"LinkSeasonMaster",120,26,"0000-00-00","0000-00-00",9,2,0,0,1361085293,""
"LinkSeasonMaster",14513,25,"0000-00-00","0000-00-00",0,2,NA,0,1373702166,""
"jed_ka",35248,0,"0000-00-00","0000-00-00",0,4,0,0,1499931944,""
"LinkSeasonMaster",10029,1,"0000-00-00","0000-00-00",0,2,0,0,1379224803,"aka From Up on Poppy Hill"
"jed_ka",34902,0,"0000-00-00","0000-00-00",0,1,0,0,1499242794,""
"LinkSeasonMaster",34662,0,"0000-00-00","0000-00-00",0,6,0,0,1511222558,""
"LinkSeasonMaster",26449,0,"0000-00-00","0000-00-00",0,6,0,0,1438126470,""
"Skylavis",11499,0,"0000-00-00","0000-00-00",0,6,0,0,1333991456,""
"LinkSeasonMaster",1731,0,"0000-00-00","0000-00-00",0,6,0,0,1383284906,""
"LinkSeasonMaster",970,0,"0000-00-00","0000-00-00",0,6,0,0,1514774631,""
"LinkSeasonMaster",30370,0,"0000-00-00","0000-00-00",0,1,0,0,1509844805,""
"LinkSeasonMaster",19365,0,"0000-00-00","0000-00-00",0,6,0,0,1391982986,""
"Skylavis",3193,0,"0000-00-00","0000-00-00",0,3,0,0,1408501601,""
"LinkSeasonMaster",1569,0,"0000-00-00","0000-00-00",0,6,0,0,1474229356,""
"Skylavis",31478,0,"0000-00-00","0000-00-00",0,6,0,0,1458271988,""
"Skylavis",13667,1,"0000-00-00","0000-00-00",7,2,0,0,1419142283,""
"LinkSeasonMaster",249,132,"0000-00-00","0000-00-00",0,1,0,0,1416868451,""
"kk363",2002,26,"0000-00-00","0000-00-00",9,2,NA,0,1340348570,""
"LinkSeasonMaster",6115,0,"0000-00-00","0000-00-00",0,6,0,0,1365831291,""
"Mukiwara",13201,25,"0000-00-00","0000-00-00",8,2,0,0,1423688764,""
"hunxian",1482,30,"0000-00-00","0000-00-00",5,4,0,0,1247333129,""
"Mukiwara",29095,10,"0000-00-00","0000-00-00",8,2,0,0,1501059861,""
"Mukiwara",20507,0,"0000-00-00","0000-00-00",0,6,0,0,1500712058,""
"hunxian",6746,24,"2010-12-16","2010-12-17",9,2,0,0,1292625799,""
"bukbuk",4059,0,"0000-00-00","0000-00-00",0,6,0,0,1205460110,""
"Popdamolli3",32949,0,"0000-00-00","0000-00-00",0,6,0,0,1502461658,""
"Popdamolli3",18397,3,"0000-00-00","0000-00-00",8,2,0,0,1448666851,""
"hunxian",11285,2,"0000-00-00","0000-00-00",5,1,0,0,1329660633,""
"hunxian",4985,1,"0000-00-00","0000-00-00",6,2,0,0,1293993973,""
"bukbuk",957,39,"2008-07-15","2008-07-24",8,2,0,0,1216944062,""
