"username","anime_id","my_watched_episodes","my_start_date","my_finish_date","my_score","my_status","my_rewatching","my_rewatching_ep","my_last_updated","my_tags"
"demitel",170,101,"0000-00-00","0000-00-00",8,2,NA,0,1333649751,""
"saligkaros",73,13,"0000-00-00","0000-00-00",9,2,0,0,1433642764,""
"saligkaros",3230,12,"0000-00-00","0000-00-00",7,2,0,0,1433643600,""
"Unwind",2176,0,"0000-00-00","0000-00-00",0,6,0,0,1266977248,""
"demitel",154,64,"0000-00-00","0000-00-00",7,2,0,0,1240664998,""
"saligkaros",10620,26,"0000-00-00","0000-00-00",9,2,0,0,1433649595,""
"pim",198,24,"2009-05-13","2009-05-20",7,2,0,0,1242849094,""
"WhatsUpWitches",5114,64,"0000-00-00","0000-00-00",10,2,0,0,1454085159,""
"shiftyichi",93,50,"0000-00-00","0000-00-00",6,2,NA,0,1392728089,""
"IHeartRainbows44",28851,1,"0000-00-00","0000-00-00",8,2,0,0,1503964102,""
"anime_fan_800",4898,0,"0000-00-00","0000-00-00",0,6,0,0,1245300307,""
"anime_fan_800",1542,0,"0000-00-00","0000-00-00",0,6,0,0,1243129833,""
"pim",10161,11,"2013-05-14","2013-06-03",3,2,0,0,0,""
"anime_fan_800",1566,1,"0000-00-00","0000-00-00",0,2,0,0,1199423973,""
"HotDogLoli",21881,24,"0000-00-00","0000-00-00",2,2,0,0,1506463308,""
"pim",2158,24,"2011-05-14","2011-06-07",7,2,0,0,1307451611,""
"Wizzaroo",11757,0,"0000-00-00","0000-00-00",0,6,0,0,1333309267,""
"WhatsUpWitches",205,26,"0000-00-00","0000-00-00",9,2,0,0,1454086122,""
"Tracy_Zski",43,1,"0000-00-00","0000-00-00",5,2,0,0,1261412919,""
"Tracy_Zski",3430,2,"0000-00-00","0000-00-00",7,2,0,0,1261417124,""
"WhatsUpWitches",23755,24,"2017-11-12","2017-11-14",9,2,0,0,1510718934,""
"Kuba747",28677,0,"0000-00-00","0000-00-00",0,6,0,0,1457551960,""
"IHeartRainbows44",23289,8,"0000-00-00","0000-00-00",5,3,0,0,1495122759,""
"Wizzaroo",13667,0,"0000-00-00","0000-00-00",0,6,0,0,1333310093,""
"Wizzaroo",14289,1,"0000-00-00","0000-00-00",8,4,NA,0,1349623891,""
"pim",6347,13,"2010-08-01","2010-08-02",7,2,0,0,1280758548,""
"Zrockerstrawhat",15451,12,"0000-00-00","0000-00-00",8,2,NA,0,1382545928,NA
"Keval91",281,3,"0000-00-00","0000-00-00",5,2,NA,0,1315697107,NA
"Azula_Yatzugami",8422,1,"0000-00-00","0000-00-00",10,2,0,0,1428799004,NA
"Vins",6,26,"0000-00-00","0000-00-00",8,2,0,0,1218404502,NA
"Azula_Yatzugami",3572,0,"0000-00-00","0000-00-00",0,6,0,0,1445822992,NA
"Vins",12929,2,"2012-04-09","0000-00-00",0,3,NA,0,1334247153,NA
"Estebanrojas",1589,0,"0000-00-00","0000-00-00",0,1,0,0,1492026962,NA
"Zrockerstrawhat",902,1,"0000-00-00","0000-00-00",10,2,NA,0,1382545633,NA
"Vins",27,24,"0000-00-00","0000-00-00",7,2,0,0,1218404625,NA
"Azula_Yatzugami",20457,10,"0000-00-00","0000-00-00",7,2,0,0,1465507830,NA
"Keval91",886,12,"0000-00-00","0000-00-00",6,2,NA,0,1288174154,NA
"SynysterKobra",1726,1,"0000-00-00","0000-00-00",0,6,0,0,1248159239,NA
"Azula_Yatzugami",6547,13,"0000-00-00","0000-00-00",9,2,0,0,1442413997,NA
"Keval91",1887,0,"0000-00-00","0000-00-00",0,6,0,0,1294218361,NA
"Azula_Yatzugami",20021,1,"0000-00-00","0000-00-00",10,2,0,0,1428798953,NA
"Estebanrojas",1532,12,"0000-00-00","0000-00-00",10,2,0,0,1468870530,NA
"Azula_Yatzugami",28121,13,"0000-00-00","0000-00-00",9,2,0,0,1435366597,NA
"Zrockerstrawhat",17265,0,"0000-00-00","0000-00-00",0,6,0,0,1389978600,NA
"Vins",3572,25,"2009-07-16","2009-07-20",7,2,NA,0,1248074969,NA
"Seishuku",390,26,"0000-00-00","0000-00-00",8,2,NA,0,1263960967,NA
"saeyoungwife",31964,13,"0000-00-00","0000-00-00",9,2,0,0,1475173152,NA
"DulcetPerfection",3470,24,"0000-00-00","0000-00-00",0,2,0,0,1280208362,NA
"VestedChaos144",430,1,"0000-00-00","0000-00-00",8,2,0,0,1256748666,NA
"Rorek",6802,12,"0000-00-00","0000-00-00",8,2,0,0,1425646799,NA
"Rorek",9925,1,"0000-00-00","0000-00-00",8,2,0,0,1455631508,NA
"Rorek",36885,0,"0000-00-00","0000-00-00",0,6,0,0,1512493265,NA
"Kryptonik",4155,1,"0000-00-00","0000-00-00",10,2,0,0,1430459048,NA
"Estebanrojas",30458,1,"0000-00-00","0000-00-00",7,2,0,0,1491869465,NA
"Rorek",11531,1,"0000-00-00","0000-00-00",9,2,0,0,1356358849,NA
"Rorek",16101,1,"0000-00-00","0000-00-00",7,2,0,0,1394917318,NA
"Rorek",12143,1,"0000-00-00","0000-00-00",7,2,0,0,1383918646,NA
"Rorek",9002,1,"0000-00-00","0000-00-00",8,2,0,0,1356358807,NA
"siscorevolution",4282,1,"0000-00-00","0000-00-00",8,2,NA,0,1238478384,NA
"Rorek",14467,13,"0000-00-00","0000-00-00",8,2,0,0,1392151044,NA
"Rorek",20423,1,"0000-00-00","0000-00-00",7,2,0,0,1397041077,NA
"lowbitsoundninja",934,26,"2009-05-29","2009-05-31",10,2,0,0,1243795454,NA
"Rorek",35788,12,"2017-10-03","2017-12-19",7,2,0,0,1513711128,NA
"Rorek",232,70,"0000-00-00","2018-02-10",9,2,0,0,1518290011,NA
"Rorek",6747,12,"0000-00-00","0000-00-00",8,2,0,0,1440263799,NA
"LaevusII",2274,1,"0000-00-00","0000-00-00",0,2,0,0,1415280674,NA
"vorex",463,1,"0000-00-00","0000-00-00",0,2,NA,0,1286132522,NA
"EvilMink",93,50,"0000-00-00","0000-00-00",6,2,0,0,0,NA
"LoveLess19",918,201,"0000-00-00","0000-00-00",10,2,0,0,1342188839,NA
"EvilMink",167,24,"0000-00-00","0000-00-00",8,2,0,0,1183838535,NA
"LoveLess19",16894,25,"0000-00-00","0000-00-00",8,2,NA,0,1411285831,NA
"EvilMink",3667,12,"0000-00-00","0000-00-00",7,2,0,0,1223274336,NA
"z435363443",3297,0,"0000-00-00","0000-00-00",0,6,0,0,1307983446,NA
"Roxs",3210,2,"0000-00-00","0000-00-00",7,2,0,0,1352855133,NA
"Kryptonik",28249,25,"0000-00-00","2015-12-03",10,2,0,0,1449203642,NA
"z435363443",6377,0,"0000-00-00","0000-00-00",0,6,0,0,1307982963,NA
"EvilMink",6324,12,"0000-00-00","0000-00-00",7,2,0,0,1274212599,NA
"Roxs",11123,12,"0000-00-00","0000-00-00",0,2,0,0,1349318387,NA
"PrinceRen",752,0,"0000-00-00","0000-00-00",0,6,0,0,1209047845,NA
"EvilMink",297,12,"0000-00-00","0000-00-00",7,2,0,0,1183837893,NA
"Kryptonik",30911,12,"2016-09-07","2016-11-10",10,2,0,0,1478845276,NA
"z435363443",9712,12,"0000-00-00","0000-00-00",6,2,0,0,1310000246,NA
"Roxs",741,1,"0000-00-00","0000-00-00",10,2,0,0,1488926704,NA
"Kryptonik",30016,13,"0000-00-00","2017-02-05",10,2,0,0,1486321292,NA
"Kryptonik",32281,1,"2017-11-12","2017-11-12",10,2,0,0,1510509383,NA
"EvilMink",6758,27,"0000-00-00","0000-00-00",7,2,NA,0,1274190038,NA
"Rukawa",28,20,"0000-00-00","0000-00-00",7,4,0,0,1196434072,""
"nitewing34",2926,13,"0000-00-00","0000-00-00",9,2,0,0,1220887268,"Romance, High School"
"Mukkashi",22865,0,"0000-00-00","0000-00-00",8,6,0,0,1435757639,""
"AnimeDude201",14227,13,"0000-00-00","0000-00-00",8,2,NA,0,1415065342,""
"pro_devel",24405,0,"0000-00-00","0000-00-00",0,6,0,0,1456923912,""
"pro_devel",34034,8,"0000-00-00","0000-00-00",0,1,0,0,1501624885,""
"Mukkashi",22,0,"0000-00-00","0000-00-00",0,6,0,0,1524433861,""
"nitewing34",964,0,"0000-00-00","0000-00-00",0,6,0,0,1264888129,""
"pro_devel",2167,0,"0000-00-00","0000-00-00",0,6,0,0,1489272539,""
"brunomp",22535,24,"2016-09-01","2016-09-03",9,2,0,0,1472910589,""
"pro_devel",121,51,"0000-00-00","2016-10-17",0,2,0,0,1476737758,""
"Mukkashi",11111,12,"0000-00-00","0000-00-00",6,2,NA,0,1348698747,""
"nitewing34",7059,0,"0000-00-00","0000-00-00",0,6,0,0,1303188009,""
"AnimeDude201",120,0,"0000-00-00","0000-00-00",0,6,0,0,1442377373,""
"nitewing34",18277,17,"0000-00-00","0000-00-00",0,1,NA,0,1400483474,""
"nitewing34",5940,1,"0000-00-00","0000-00-00",0,6,NA,0,1260102936,"Fantasy,"
"Mukkashi",30363,0,"0000-00-00","0000-00-00",0,3,0,0,1507491416,""
"pro_devel",205,26,"0000-00-00","0000-00-00",0,2,0,0,1474742779,""
"pro_devel",35946,0,"0000-00-00","0000-00-00",0,6,0,0,1500696578,""
"nitewing34",129,0,"0000-00-00","0000-00-00",0,6,0,0,1331753917,""
"Rukawa",18679,24,"0000-00-00","0000-00-00",5,2,0,0,1399679080,NA
"leSange",889,0,"0000-00-00","0000-00-00",0,6,0,0,1408038974,NA
"leSange",66,26,"2014-11-13","2014-12-22",7,2,0,0,1419218491,NA
"Rukawa",2333,52,"0000-00-00","0000-00-00",9,2,0,0,1196365992,NA
"erky1039",3464,0,"0000-00-00","0000-00-00",0,6,0,0,1247842386,NA
"leSange",534,26,"0000-00-00","0000-00-00",9,2,0,0,1514372055,NA
"Rukawa",2131,2,"0000-00-00","0000-00-00",7,2,0,0,1367404271,NA
"Rukawa",3080,1,"0000-00-00","0000-00-00",0,2,0,0,1272301013,NA
"Rukawa",869,1,"0000-00-00","0000-00-00",7,2,0,0,1196368416,NA
"leSange",31240,25,"2016-09-18","2016-11-04",8,2,0,0,1478247852,NA
"iwakuralain",6178,1,"0000-00-00","0000-00-00",0,2,0,0,1394460520,NA
"Rukawa",23259,4,"0000-00-00","0000-00-00",6,1,0,0,1422057977,NA
"Rukawa",2407,1,"0000-00-00","0000-00-00",7,2,0,0,1200755774,NA
"iwakuralain",14349,1,"0000-00-00","0000-00-00",8,2,0,0,1368770869,NA
"Rukawa",1435,1,"0000-00-00","0000-00-00",7,2,0,0,1249512364,NA
"leSange",268,6,"0000-00-00","0000-00-00",9,2,0,0,1300549277,NA
"Rukawa",506,23,"0000-00-00","0000-00-00",7,2,0,0,1267200960,NA
"Rukawa",6582,2,"0000-00-00","0000-00-00",8,3,0,0,1267201694,NA
"Rukawa",459,1,"0000-00-00","0000-00-00",4,2,0,0,1420904878,NA
"iwakuralain",15751,13,"0000-00-00","0000-00-00",4,2,0,0,1397038924,NA
"Amar",16273,1,"2013-01-05","2013-01-05",7,2,0,0,1357418907,""
"Inrolam",34933,0,"0000-00-00","0000-00-00",0,6,0,0,1498240658,""
"acr429",191,1,"0000-00-00","0000-00-00",10,2,0,0,1223851309,"undefined"
"Amar",7647,13,"2010-04-07","2010-06-29",8,2,0,0,1277812743,""
"HellBoy",31,1,"0000-00-00","0000-00-00",10,2,0,0,1202217753,""
"Kaolla",8525,12,"0000-00-00","0000-00-00",9,2,NA,0,1293170288,""
"acr429",670,12,"0000-00-00","0000-00-00",10,2,0,0,1227697631,""
"Amar",6033,97,"2009-04-12","2011-03-28",9,2,NA,0,1301334775,""
"Amar",29786,12,"2015-07-10","2015-09-20",8,2,0,0,1442777759,""
"Kaolla",356,24,"0000-00-00","0000-00-00",8,2,NA,0,1288731863,""
"Inrolam",27821,0,"0000-00-00","0000-00-00",0,6,0,0,1469748791,""
"Amar",28387,12,"2015-07-13","2015-09-19",7,2,0,0,1442682587,""
"Amar",11739,13,"2012-04-06","2012-06-26",8,2,NA,0,1340648269,""
"Amar",463,1,"0000-00-00","0000-00-00",8,2,0,0,1218355813,""
"Amar",11433,12,"2012-01-11","2012-03-27",8,2,NA,0,1332870354,""
"HellBoy",162,26,"0000-00-00","0000-00-00",9,6,0,0,1222901742,""
"acr429",3229,13,"0000-00-00","0000-00-00",9,2,0,0,1228793686,""
"acr429",322,12,"0000-00-00","0000-00-00",1,2,0,0,1234424882,""
"Amar",6572,4,"2010-06-27","2010-10-04",7,2,0,0,1286221099,""
"Amar",4015,2,"0000-00-00","2008-09-20",8,2,0,0,1221942929,""
"xXKawaiiSlayerXx",22847,1,"0000-00-00","0000-00-00",0,2,0,0,1453368899,""
"AtherakhiaDannan",31181,12,"2016-09-04","2016-09-09",0,2,0,0,1473437853,""
"AtherakhiaDannan",34451,12,"2017-10-09","2018-02-21",10,2,0,0,1519147440,""
"HellBoy",18041,1,"0000-00-00","0000-00-00",10,3,0,0,1373285971,""
"Dusterbayala",1482,103,"0000-00-00","2009-07-28",8,2,0,0,1248824464,""
"adi7639",6746,24,"0000-00-00","0000-00-00",9,2,0,0,1297098239,""
"HellBoy",33506,2,"0000-00-00","0000-00-00",10,1,0,0,1484772974,""
"codytappen",8917,26,"0000-00-00","0000-00-00",7,2,0,0,1348203797,""
"adi7639",9314,0,"0000-00-00","0000-00-00",0,6,0,0,1297144302,""
"xXKawaiiSlayerXx",1345,1,"0000-00-00","0000-00-00",0,2,0,0,1449218595,""
"HellBoy",6547,13,"0000-00-00","0000-00-00",7,2,NA,0,1288275712,""
"xXKawaiiSlayerXx",1769,12,"0000-00-00","0000-00-00",0,2,0,0,1368346417,""
"AtherakhiaDannan",28405,1,"2015-09-27","2015-09-27",7,2,NA,0,1443348957,""
"xXKawaiiSlayerXx",96,49,"0000-00-00","0000-00-00",0,2,0,0,1350619033,""
"codytappen",849,14,"0000-00-00","0000-00-00",8,2,0,0,1322419148,""
"AtherakhiaDannan",31764,13,"2016-09-14","2016-10-02",0,2,0,0,1475454481,""
"Dusterbayala",3210,0,"0000-00-00","0000-00-00",0,6,0,0,1218945541,""
"HellBoy",2251,13,"0000-00-00","0000-00-00",9,2,0,0,0,""
"HellBoy",30307,1,"0000-00-00","0000-00-00",6,1,0,0,1437055530,""
"codytappen",11977,1,"0000-00-00","2018-03-26",9,2,0,0,1396328253,"anyme, anymeapp.com"
"Oce",1353,0,"0000-00-00","0000-00-00",0,6,0,0,1371867540,""
"jukugo",1678,52,"0000-00-00","0000-00-00",4,2,0,0,1191961519,"sci fi, action"
"Oce",9041,0,"0000-00-00","0000-00-00",0,6,0,0,1369292116,""
"jukugo",323,13,"0000-00-00","0000-00-00",6,2,0,0,1191960179,"mystery, suspense"
"jukugo",5342,2,"2009-04-12","0000-00-00",2,4,NA,0,1239513382,""
"Best-of-Anime",8525,12,"0000-00-00","0000-00-00",10,2,0,0,1342354356,""
"Best-of-Anime",9675,1,"0000-00-00","0000-00-00",8,1,0,0,1342597402,""
"jukugo",256,1,"0000-00-00","0000-00-00",10,2,0,0,1191954578,""
"Oce",31859,12,"0000-00-00","0000-00-00",7,2,0,0,1461087204,""
"jukugo",1888,3,"0000-00-00","0000-00-00",6,2,0,0,1191962188,"school, slice of life, comedy"
"AgehaChan",202,0,"0000-00-00","0000-00-00",0,6,0,0,1295913756,""
"Best-of-Anime",3759,1,"0000-00-00","0000-00-00",10,2,0,0,1342430422,""
"donicila",3328,1,"0000-00-00","2013-02-11",4,2,0,0,1360601608,""
"jukugo",384,13,"0000-00-00","0000-00-00",6,2,0,0,1192767583,"action"
"Best-of-Anime",5356,13,"0000-00-00","0000-00-00",9,2,0,0,1344965535,""
"AgehaChan",790,0,"0000-00-00","0000-00-00",0,6,NA,0,1289438202,""
"Oce",3464,0,"0000-00-00","0000-00-00",0,6,0,0,1350477992,""
"Best-of-Anime",1691,24,"0000-00-00","0000-00-00",10,2,0,0,1342430263,""
"jukugo",281,3,"0000-00-00","0000-00-00",4,2,0,0,1191958690,"comedy, school"
"jukugo",1098,13,"0000-00-00","0000-00-00",2,2,0,0,1192767852,""
"TornadoTheDragon",10862,8,"0000-00-00","0000-00-00",7,2,0,0,1468523806,""
"TornadoTheDragon",12017,0,"0000-00-00","0000-00-00",0,3,0,0,1432044938,""
"TornadoTheDragon",6030,24,"0000-00-00","0000-00-00",7,2,0,0,1394149136,""
"cardtrick",1430,1,"0000-00-00","0000-00-00",9,2,0,0,1299185207,"hahahaha this was so awesome when viewed at age 6 I didn't even care or know about Lupin III"
"TornadoTheDragon",11859,12,"0000-00-00","0000-00-00",5,2,0,0,1453283643,""
"TornadoTheDragon",1258,1,"0000-00-00","0000-00-00",6,2,0,0,1453280194,""
"-Kenjiro",25397,12,"0000-00-00","0000-00-00",6,2,0,0,1516806372,"Esse foi um anime que a foi mais ou menos, sua história não me agradou tanto"
"-Kenjiro",10719,12,"0000-00-00","0000-00-00",6,2,0,0,1516806553,""
"Starwin",356,24,"0000-00-00","0000-00-00",9,2,NA,0,1257576500,""
"TornadoTheDragon",10067,1,"0000-00-00","0000-00-00",1,2,0,0,1452541902,""
"TornadoTheDragon",29223,1,"0000-00-00","0000-00-00",6,2,0,0,1468526824,"to watch again"
"cardtrick",1818,1,"0000-00-00","0000-00-00",0,1,NA,0,1303369435,"hmmmmm not sure what to say yet"
"Froschfan",10681,0,"0000-00-00","0000-00-00",0,6,0,0,1306360629,""
"TornadoTheDragon",16576,1,"0000-00-00","0000-00-00",5,2,0,0,1435356877,""
"Froschfan",2571,55,"0000-00-00","0000-00-00",8,2,0,0,1236713544,""
"TornadoTheDragon",1133,26,"0000-00-00","0000-00-00",6,2,0,0,1468525303,""
"TornadoTheDragon",27991,0,"0000-00-00","0000-00-00",0,3,0,0,1441738182,""
"Froschfan",4012,0,"0000-00-00","0000-00-00",0,6,0,0,1224761181,""
"cardtrick",269,1,"0000-00-00","0000-00-00",2,4,0,0,1309844325,"good lord what was it I was on that compelled me to watch this?"
"Froschfan",6189,0,"0000-00-00","0000-00-00",0,6,0,0,1237630770,""
"GlaceStark",18245,0,"0000-00-00","0000-00-00",0,6,0,0,1453848736,""
"GlaceStark",29803,13,"0000-00-00","0000-00-00",7,2,NA,0,1443572641,""
"GlaceStark",20689,0,"0000-00-00","0000-00-00",0,6,0,0,1455115449,""
"Starwin",9756,12,"0000-00-00","0000-00-00",10,2,NA,0,1395813818,""
"Tsundora",21,2,"0000-00-00","0000-00-00",2,4,0,0,1325508366,""
"ukiyo_",449,1,"0000-00-00","0000-00-00",10,2,0,0,1322104748,""
"MariHeAl",1607,0,"0000-00-00","0000-00-00",0,6,0,0,1219501548,""
"Starwin",4879,2,"0000-00-00","0000-00-00",0,3,NA,0,1227599012,""
"MariHeAl",6203,13,"2013-01-31","2013-02-12",9,2,0,0,1360730777,""
"GlaceStark",18397,3,"0000-00-00","0000-00-00",8,2,NA,0,1447204879,""
"MariHeAl",2889,1,"0000-00-00","2009-07-15",8,2,0,0,1247668227,""
"ukiyo_",1222,19,"0000-00-00","0000-00-00",5,4,NA,0,1310372830,""
"GlaceStark",34618,12,"0000-00-00","0000-00-00",7,2,0,0,1515894392,""
"MariHeAl",124,0,"0000-00-00","0000-00-00",0,6,0,0,1315885317,""
"Starwin",10389,1,"0000-00-00","0000-00-00",9,2,0,0,1442137573,""
"ukiyo_",12291,12,"2012-04-06","2012-06-29",7,2,0,0,1340959090,""
"GlaceStark",27441,0,"0000-00-00","0000-00-00",0,6,0,0,1447092244,""
"MariHeAl",202,0,"0000-00-00","0000-00-00",0,6,0,0,1219501423,""
"Tsundora",207,13,"0000-00-00","0000-00-00",5,2,NA,0,1336723062,"В моём МАЛе достаточно тайтлов, к которым я бы прикрепил тэг \"Не знаю зачем я это смотрел\". Но они того не стоят."
"GlaceStark",14741,12,"0000-00-00","0000-00-00",9,2,0,0,1453407331,""
"GDLC",2116,128,"0000-00-00","0000-00-00",0,2,0,0,1219729035,""
"MariHeAl",16890,0,"0000-00-00","0000-00-00",0,6,0,0,1372085584,""
"GDLC",3225,13,"0000-00-00","0000-00-00",5,2,NA,0,1334546832,""
"shinotenshibara",13171,1,"0000-00-00","0000-00-00",8,2,0,0,1492137336,""
"GDLC",980,26,"0000-00-00","0000-00-00",5,2,NA,0,1334545402,""
"deactivatedshio",22,178,"0000-00-00","0000-00-00",0,2,NA,0,1275727704,""
"MariHeAl",15379,12,"2013-01-27","2013-03-30",8,2,0,0,1364668891,""
"GDLC",4059,1,"0000-00-00","0000-00-00",0,2,0,0,1219731324,""
"GDLC",2026,52,"0000-00-00","0000-00-00",8,2,NA,0,1334545455,""
"shinotenshibara",25649,12,"0000-00-00","0000-00-00",10,2,NA,0,1443033719,""
"shinotenshibara",19391,9,"0000-00-00","0000-00-00",6,2,NA,0,1419391259,"SNK mini drama"
"shinotenshibara",1817,1,"0000-00-00","0000-00-00",9,2,0,0,1359666543,""
"shinotenshibara",35073,13,"0000-00-00","0000-00-00",9,2,0,0,1522779265,""
"GDLC",5859,1,"0000-00-00","0000-00-00",9,2,0,0,1256283260,""
"shinotenshibara",33511,0,"0000-00-00","0000-00-00",0,6,0,0,1467902770,""
"shinotenshibara",36214,0,"0000-00-00","0000-00-00",0,6,0,0,1523659857,""
"GDLC",6,26,"0000-00-00","0000-00-00",10,2,0,0,1334548792,""
"shinotenshibara",33487,12,"0000-00-00","0000-00-00",8,2,0,0,1490372179,""
"shinotenshibara",33003,12,"0000-00-00","0000-00-00",7,2,0,0,1482173275,""
"MariHeAl",8795,13,"2010-10-11","2010-12-30",9,2,0,0,1293751899,""
"deactivatedshio",4835,1,"0000-00-00","0000-00-00",0,2,NA,0,1257361037,""
"nad33r",12413,0,"0000-00-00","0000-00-00",0,6,0,0,1525727118,""
"5hya",14813,13,"0000-00-00","2015-06-30",9,2,0,0,1435595267,""
"FlashFrozen",6572,4,"0000-00-00","2013-03-18",7,2,0,0,1363650076,""
"nb",15689,4,"2013-01-19","2013-01-19",7,2,NA,0,1358609308,""
"nb",15911,12,"2013-09-23","2013-09-24",8,2,NA,0,1390726798,""
"nb",477,13,"2012-04-16","2012-04-17",10,2,NA,0,1359473100,""
"5hya",24703,0,"0000-00-00","0000-00-00",0,3,0,0,1435587285,""
"nb",8086,5,"2013-02-13","0000-00-00",0,3,NA,0,1408822700,""
"nad33r",2026,0,"0000-00-00","0000-00-00",0,6,0,0,1449745073,""
"nb",8525,12,"2011-01-11","2011-01-11",8,2,NA,0,1380384539,""
"nad33r",5691,0,"0000-00-00","0000-00-00",0,6,0,0,1451759869,""
"nb",10396,6,"2013-10-19","0000-00-00",0,3,0,0,1382205053,""
"nb",1015,1,"2006-05-28","2006-05-28",8,2,NA,0,1345398969,""
"nad33r",17731,0,"0000-00-00","0000-00-00",0,6,0,0,1497376821,""
"nb",27655,12,"2015-04-08","2015-04-08",7,2,NA,0,1428509544,""
"nb",799,13,"2005-08-14","2013-03-23",7,2,NA,0,1364041386,""
"deactivatedshio",1709,1,"0000-00-00","0000-00-00",0,2,NA,0,1302269867,""
"nb",9330,12,"2013-01-05","2013-01-06",5,2,0,0,1357424826,""
"nb",4081,13,"2011-08-12","2011-08-12",9,2,NA,0,1393332113,""
"Ansaga",2924,0,"0000-00-00","0000-00-00",0,6,0,0,1194503549,NA
"Ansaga",487,3,"0000-00-00","0000-00-00",0,3,0,0,1194501315,NA
"Ansaga",1720,3,"2007-11-07","0000-00-00",9,2,0,0,1194507349,NA
"zlooo",3087,1,"0000-00-00","0000-00-00",8,2,0,0,1293137437,NA
"Ansaga",2508,12,"0000-00-00","2008-01-06",8,2,0,0,1199613438,NA
"zlooo",348,13,"0000-00-00","0000-00-00",0,2,0,0,1211246585,NA
"zlooo",1295,2,"0000-00-00","0000-00-00",6,2,0,0,1210795067,NA
"The_Lordian",33371,3,"0000-00-00","0000-00-00",7,3,0,0,1494465648,NA
"feliciahardy",696,26,"0000-00-00","0000-00-00",10,2,0,0,1179620740,NA
"The_Lordian",15451,12,"0000-00-00","0000-00-00",7,2,0,0,1494217734,NA
"The_Lordian",5725,0,"0000-00-00","0000-00-00",0,3,0,0,1499050289,NA
"firedancer",1195,13,"0000-00-00","0000-00-00",8,2,0,0,1186396570,NA
"feliciahardy",508,214,"0000-00-00","0000-00-00",10,2,0,0,1236750978,NA
"zlooo",182,26,"0000-00-00","0000-00-00",0,2,0,0,1211217630,NA
"zlooo",45,95,"0000-00-00","0000-00-00",7,2,0,0,1211021785,NA
"Ansaga",2595,13,"0000-00-00","2008-02-06",8,2,0,0,1202285729,NA
"The_Lordian",2025,0,"0000-00-00","0000-00-00",0,3,0,0,1499049932,NA
"zlooo",2105,26,"0000-00-00","0000-00-00",6,2,0,0,1227923632,NA
"Ansaga",3299,10,"0000-00-00","0000-00-00",0,1,0,0,1205059343,NA
"firedancer",212,1,"0000-00-00","0000-00-00",8,2,0,0,1186396476,NA
"aak88",133,0,"0000-00-00","0000-00-00",0,6,0,0,1284392446,""
"weslleisan",158,0,"0000-00-00","0000-00-00",0,6,NA,0,1447934999,""
"aak88",62,0,"0000-00-00","0000-00-00",0,6,0,0,1288388577,""
"aak88",850,0,"0000-00-00","0000-00-00",0,6,0,0,1284790965,""
"DreamyEyes",245,5,"0000-00-00","0000-00-00",0,3,0,0,1215386785,""
"weslleisan",2000,1,"0000-00-00","0000-00-00",8,2,0,0,1456325663,""
"feliciahardy",22199,1,"0000-00-00","0000-00-00",10,1,0,0,1405021726,""
"weslleisan",2891,1,"0000-00-00","0000-00-00",10,2,0,0,1444484531,""
"aak88",987,1,"0000-00-00","0000-00-00",6,2,NA,0,1284267931,""
"aak88",1830,0,"0000-00-00","0000-00-00",0,6,0,0,1292448547,""
"aak88",10671,0,"0000-00-00","0000-00-00",0,6,0,0,1319347937,""
"feliciahardy",6205,4,"0000-00-00","0000-00-00",9,1,NA,0,1265776299,""
"feliciahardy",1862,1,"0000-00-00","0000-00-00",6,2,0,0,1222913878,""
"weslleisan",18893,0,"0000-00-00","0000-00-00",0,6,NA,0,1447932447,""
"aak88",9253,0,"0000-00-00","0000-00-00",0,6,0,0,1291835253,""
"weslleisan",1303,2,"0000-00-00","0000-00-00",0,3,0,0,1465860814,""
"weslleisan",8142,1,"0000-00-00","0000-00-00",9,2,NA,0,1434571591,""
"weslleisan",791,0,"0000-00-00","0000-00-00",0,6,0,0,1474940032,""
"weslleisan",16662,1,"0000-00-00","0000-00-00",10,2,0,0,1443977606,""
"feliciahardy",2969,1,"0000-00-00","0000-00-00",10,2,0,0,1207292382,""
"kyoto_citizen",31240,0,"0000-00-00","0000-00-00",0,6,0,0,1459878604,""
"kyoto_citizen",21881,24,"0000-00-00","0000-00-00",7,2,NA,0,1419621078,""
"kyoto_citizen",11977,0,"0000-00-00","0000-00-00",0,6,0,0,1365960223,""
"AlexTheRiot",17635,0,"0000-00-00","0000-00-00",0,6,0,0,1369766227,""
"weslleisan",27631,0,"0000-00-00","0000-00-00",0,6,NA,0,1451328652,""
"AlexTheRiot",16417,12,"0000-00-00","2013-03-27",6,2,0,0,1364437928,""
"AlexTheRiot",5678,24,"0000-00-00","2015-02-07",7,2,NA,0,1423364424,""
"kyoto_citizen",20159,4,"0000-00-00","0000-00-00",8,2,0,0,1390763924,""
"AlexTheRiot",16049,24,"0000-00-00","2013-09-29",8,2,NA,0,1380520085,""
"AlexTheRiot",9941,25,"0000-00-00","0000-00-00",8,2,NA,0,1446241418,""
"kyoto_citizen",10178,0,"0000-00-00","0000-00-00",0,6,0,0,1380740203,""
"kyoto_citizen",19383,13,"0000-00-00","0000-00-00",8,2,0,0,1414866574,""
"AlexTheRiot",24833,22,"0000-00-00","2015-06-20",7,2,NA,0,1434783993,""
"kyoto_citizen",5630,0,"0000-00-00","0000-00-00",0,6,0,0,1377475070,""
